_source.consumerRating,_score,_source.votes,_source.regularPrice,_source.tastingDescription,_source.availableUnits,_source.certificates,_source.name,_source.style,_source.subCategory.description,_source.alcoholPercentage,_source.sweetness,_source.countryName,lat,lon,country_code02,country_code03
3.9,0.35484228,2009,34.99,"94 Points, Ultimate Spirits Challenge 2022: ""A dignified Canadian Rye with pronounced notes of crushed apple, dried apple chips, fresh cherry, cherry wood, toasted oak, pine resin, Douglas fir. Beautiful accents of clove, allspice, and nutmeg season the initial stone fruit profile. There's a touch of honied sweetness which nicely counter balanced the exuberant spice of the rye.""
",2519,[],CROWN ROYAL - NORTHERN HARVEST RYE,,Whisky,45.0,,Canada,61.0666922,-107.991707,CA,CAN
4.4,0.36299673,104,28.99,"Crown Royal Peach Flavoured Whisky is a new Limited Edition from Crown Royal, bringing some juicy sweetness to your summer season. To create this extraordinary blend, Crown Royal whiskies are carefully selected by their master blender and infused with the juicy flavour of fresh Georgia peaches. The result is a vibrantly delicious whisky, bursting with the luscious flavour of peach and the distinctive smoothness of Crown Royal.
",2881,[],CROWN ROYAL - PEACH,,Whisky,35.0,,Canada,61.0666922,-107.991707,CA,CAN
4.0,0.36299673,119,68.99,"Crown Royal's Master Blender hand selects less than 1% of their exceptionally aged whiskies, creating a blend that is aged longer than most for the perfect balance of flavour and depth. This whiskey is their Blender's gift to Crown Royal enthusiasts: a creamy, rich, reserve-grade blend, with a velvety long lasting finish. Nose: Rich and complex with hints of apple and floral tones. Palate: Velvety, smooth and mellow, with defined oak tones and rich spicy flavors of baking spices and vanilla. Finish: Expansive and long-lasting.
",831,[],CROWN ROYAL - RESERVE,,Whisky,40.0,,Canada,61.0666922,-107.991707,CA,CAN
4.0,0.36299673,101,28.99,"Crown Royal Salted Caramel Flavored Whisky is a limited edition flavour, available only in the winter months to bring a little festive sweetness to your holiday season. A blend of the finest Canadian whiskies, carefully selected by their Master Blenders and infused with the subtly salty-sweet taste of indulgent salted caramels—imparting lush, creamy notes that perfectly compliment the richness of Crown Royal Whisky
",4327,[],CROWN ROYAL - SALTED CARAMEL,,Whisky,35.0,,Canada,61.0666922,-107.991707,CA,CAN
3.7,0.36299673,95,28.99,"To create this extraordinary blend, Crown Royal Whiskies are hand selected and infused with the rich flavour of Madagascar Bourbon Vanilla. The result is uniquely sophisticated whisky bursting with the flavour of vanilla and the smoothness of Crown Royal.
",1619,[],CROWN ROYAL - VANILLA,,Whisky,35.0,,Canada,61.0666922,-107.991707,CA,CAN
4.2,0.36299673,121,69.99,"Gold, San Francisco World Spirits Competition 2021. Crown Royal XO is a skillfully blended Crown Royal Whisky finished in cognac casks, resulting in both an extraordinarily complex and smooth expression. This is an elegant whisky that is deliciously balanced with hints of vanilla, spice and rich dry fruit.
",304,[],CROWN ROYAL - XO,,Whisky,40.0,,Canada,61.0666922,-107.991707,CA,CAN
3.6,0.35484228,74,36.99,"Crown Royal Blenders' Mash showcases the warm vanilla and subtle oaky notes of their beloved corn-heavy whiskies. Blender's Mash showcase a classic whisky style but with the famous smooth finish, allowing the whisky to stand on its own. Nose: Aromas of ripe apple and buttery toffee. Palate: Creamy vanilla, dried orchard fruit, allspice and toasted oak. Finish: Sweet caramel and unmistakable smoothness of Crown Royal.
",11,[],CROWN ROYAL BLENDERS MASH,,Whisky,40.0,,Canada,61.0666922,-107.991707,CA,CAN
3.4,0.36299673,78,21.99,The epitome of Canadian whisky is made from 50 selected whiskies blended to perfection. Two ready-to-use tumblers let the giftee share the sweet peach and woody tones with a friend.,1151,[],CROWN ROYAL GIFT TIN/WITH 2 SHOT GLASSES,,Whisky,40.0,,Canada,61.0666922,-107.991707,CA,CAN
3.5,0.36299673,27,33.99,False,728,[],CROWN ROYAL GIFT W 2 GLASSES,,Whisky,40.0,,Canada,61.0666922,-107.991707,CA,CAN
3.5,0.35484228,468,58.99,"The original Crystal Head Vodka is crafted from locally sourced, Canadian corn. It is distilled four times into a neutral grain spirit and blended with pristine water from Newfoundland, Canada. The vodka is filtered seven times, of which three are through layers of semi-precious crystals known as Herkimer diamonds. Crystal Head Vodka offers a clean, clear and colourless spirit. On the nose are neutral grain aromas with a delicate touch of citrus. The palate is silky smooth with a hint of sweetness and vanilla, ending with a sweet, creamy finish.
",1193,[],CRYSTAL HEAD,,Vodka,40.0,,Canada,61.0666922,-107.991707,CA,CAN
3.0,0.35484228,148,8.99,"The original Crystal Head Vodka is crafted from locally sourced, Canadian corn. It is distilled four times into a neutral grain spirit and blended with pristine water from Newfoundland, Canada. The vodka is filtered seven times, of which three are through layers of semi-precious crystals known as Herkimer diamonds. Crystal Head Vodka offers a clean, clear and colourless spirit. On the nose are neutral grain aromas with a delicate touch of citrus. The palate is silky smooth with a hint of sweetness and vanilla, ending with a sweet, creamy finish.
",5025,[],CRYSTAL HEAD,,Vodka,40.0,,Canada,61.0666922,-107.991707,CA,CAN
4.2,0.35484228,79,69.99,"Onyx is a unique new expression of Crystal Head Vodka, crafted from premium Blue Weber agave and sourced from a single farm in Mexico. The bottle with its luxurious black finish and matching crest debossed cap, is a celebration of the powerful warrior crystal, Onyx. Sharing its powers of intuition, focus, positivity and protection to those who keep it close. Onyx holds connection to our earth with its protective energy allowing in no light. Onyx combines all colours of the spectrum and is said to absorb negativity; the darker the stone, the more energy it holds. Crafted from Blue Weber agave, Onyx acts as a symbol of the human journey. It is a focus on positivity, calling on one's inner creative spirit. Fresh green grass nuanced white pepper and hints of citrus on the nose. Soft and smooth with a touch of spice and sweetness which develop into the subtle, yet unmistakable earthy grip of agave. A medium finish of green grass, pepper and citrus.
",503,[],CRYSTAL HEAD VODKA - ONYX,,Vodka,40.0,,Canada,61.0666922,-107.991707,CA,CAN
3.3,0.35484228,142,25.99,"93 Points, International Wine & Spirit Competition 2021: ""Citrus-led nose with some green grassy notes and vanilla. Gentle sweetness and hints of smoky peat on a nicely rounded palate make this a pleasant dram.""
",1086,[],CUTTY SARK,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.0,0.35484228,63,11.49,"Golden amber colour. Citrus-orange and caramel nose with a hint of pineapple fruit. Delicate citrus and oak flavours with a warm, dry finish. Serve neat, in Spanish coffee or use in marinades.
",4504,[],D'EAUBONNE - V.S.O.P.,,Grape and Fruit Brandy,40.0,,Canada,61.0666922,-107.991707,CA,CAN
3.2,0.36299673,114,22.99,"Golden amber colour. Citrus-orange and caramel nose with a hint of pineapple fruit. Delicate citrus and oak flavours with a warm, dry finish. Serve neat, in Spanish coffee or use in marinades.
",2442,[],D'EAUBONNE - V.S.O.P.,,Grape and Fruit Brandy,40.0,,Canada,61.0666922,-107.991707,CA,CAN
4.1,0.35484228,205,99.99,"Double Gold, San Francisco World Spirits Competition 2021. Naturally aged for at least four and a half years, the bold and full-bodied blend of D'USSÉ VSOP Cognac is made from a selection of the finest eaux-de-vie, including some that were carefully matured in the cellars of the Château de Cognac. On the nose, it reveals a powerful bouquet, rich in woody notes layered with touches of cinnamon and floral notes. Distinctively and unexpectedly smooth, each taste reveals hints of spices and almonds with undertones of honey and dried fruits as the grand finale.
",595,[],D'USSE -  V.S.O.P.,,Grape and Fruit Brandy,40.0,,France,46.603354,1.8883335,FR,FRA
4.3,0.36299673,43,29.99,"Silver, San Francisco World Spirits Competition 2022. When creating Vodkow Cream Liquor, Dairy Distillery decided to let fresh Canadian cream be the star. They limited the ingredients to a simple blend of lactose-free cream, sugar and Vodkow vodka. No added flavour or colour. They discovered that Vodkow, their vodka made from milk sugar, amplifies the sublime taste and smoothness of cream. Less sweet than a traditional cream liquor, a sip of Vodkow Cream starts with the heat of vodka that fades into the buttery smoothness of cream. This product can be stored for up to a year unopened. Once open, please refrigerate.
",478,[],DAIRY DISTILLERY - VODKOW CREAM,,Liqueurs,17.0,,Canada,61.0666922,-107.991707,CA,CAN
3.8,0.36299673,13,35000.0,"This rare and luxurious set includes Dalmore 25, 35 and 40 in a bespoke case.
",1,[],DALMORE - 100 YEARS OF DALMORE,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.0,0.36299673,501,108.99,"The Dalmore 12-year-old, with its intricate aromas and flavours, is recognized as a whisky with character far beyond its age. Matured for an initial nine years in American white oak ex-bourbon casks, the spirit is then divided for its final flourish. One half remains in the bourbon barrels, while the other is transferred to exclusive 30-year-old Gonzalez Byass Matusalem oloroso sherry butts before they are reunited to create this phenomenal whisky. Aroma: Citrus fruits, chocolate and aromatic spices. Palate: Citrus, oloroso sherry, vanilla pod. Finish: Roasted coffee and chocolate.
",1814,[],DALMORE - 12 YEAR OLD,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.0,0.36299673,196,204.99,"The Dalmore 15-year-old is smooth, rich and well rounded; the epitome of The Dalmore house style. This delicate and approachable vintage is initially matured for 12 years in American white oak ex-bourbon casks. The character of The Dalmore 15 is achieved by then splitting the whisky equally between three different sherry woods; Amoroso, Apostoles and Matusalem oloroso for a further three years. The spirit is finally married together in an upstanding sherry butt, allowing the flavours to infuse. Aroma: Orange marmalade, cinnamon and nutmeg. Palate: Mandarin, vanilla, ginger. Finish: Christmas spice and oak.
",564,[],DALMORE - 15 YEAR OLD,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.2,0.35484228,225,514.99,"92 Points, Ultimate Spirits Challenge 2021: ""This is a strikingly gorgeous dram, boasting a deep brick-orange tone. The nose diffuses pure sherry richness, with malted milk, orange zest, and half-dried grapes on an earthy backdrop. The palate is pure velvet, with more dried fruit, a touch of florals, and a gently oxidative finish.""
",54,[],DALMORE - 18 YEAR OLD,,Whisky,43.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
3.8,0.35484228,74,2500.0,"Aromas of exotic fruits, marzipan, vanilla pods, treacle toffee, fig cake and sweet balsamic. On the palate are orange peel, chocolate truffles, liquorice, sweet damsons and sherry-soaked raisins. The finish notes of demerara sugar, maple syrup, bitter chocolate and spiced gingerbread.
",3,[],DALMORE - 25 YEAR OLD,,Whisky,42.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
3.6,0.35484228,366,28000.0,"Colour: A collage of colour from lemon to illuminating honeycomb gold. Nose: Blood oranges, cinnamon spice and cider apples accentuated by tangy lime marmalade, buttermilk pancakes and honey with whispers of Turkish delight and lemongrass. Taste: Toffee apple, chocolate fudge and pear with a dusting of cocoa, nutmeg and ripe bananas.
",1,[],DALMORE - CONSTELLATION 1971 CASK 2,,Whisky,43.9,,United Kingdom,54.7023545,-3.2765753,GB,GBR
3.5,0.36299673,168,29000.0,"The Dalmore has nurtured a relationship with the González Byass bodega for over 100 years, gaining exclusive access to their oldest and most precious casks. To nurture this noble spirit Richard Paterson hand-selected the finest Apostoles oloroso sherry cask which gifted the spirit with notes of fruit cake, orange rind and black maraschino cherries. After 36 long years maturing in their deepest darkest warehouses, the spirit was carefully transferred into Kentucky bourbon casks for a further three years. This secondary maturation enhanced the whisky further, giving it an indefinable elegance.
",1,[],DALMORE - CONSTELLATION 1972 CASK 1,,Whisky,47.5,,United Kingdom,54.7023545,-3.2765753,GB,GBR
3.5,0.35484228,143,26000.0,"32 years maturing in American white oak, gifting it an initial base of vanilla and honey notes. Over the next three years, the spirit would draw notes of grape, cranberries and black cherries from this noble wine cask. Lastly, it was transferred for three years into a Kentucky bourbon barrel.
",1,[],DALMORE - CONSTELLATION 1973 CASK 10,,Whisky,48.1,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.2,0.36299673,173,439.99,"93 Points, International Wine & Spirit Competition 2021: ""Deep in colour and rich in taste, this spirit offers spice on the palate with hints of cinnamon and nutmeg. Oak comes through on the nose with a sweet aftertaste.""
",418,[],DALMORE - KING ALEXANDER I I I,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.6,0.36299673,6,525.0,"The aroma is warm and welcoming, with rich fruits, panna cotta, honey roasted almonds and citrus oils. On the palate are multiple layers of rich and uplifting citrus, chocolate, cherries, figs, brioche and moist ginger cake. The finishing notes waves of dried fruits and honey entwined with balanced wood spice and cacao.
",21,[],DALMORE - LUMINARY COLLECTION HIGHLAND SINGLE MALT,,Whisky,46.8,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.4,0.35484228,16,154.99,"A stunning and elegant single malt, bursting with sweet fruit and decadent spice. The Aroma: Caramelised orange, ginger and sultanas, laced with honey. On the Palate: Dark chocolate and crushed almonds with a dusting of cinnamon. Finishing Notes: Sweet mangos, panna cotta and lemon sponge cake. Elegance personified, this whisky displays a multitude of spectacular flavours. A truly decadent masterpiece!
",158,[],DALMORE - PRINCIPAL COLLECTION 12 YEAR OLD SHERRY CASK SINGL,,Whisky,43.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
3.2,0.36299673,4,20000.0,"On the nose are cherries, plums, sultanas, toffee apple and vanilla pod. On the palate are orange peel, chocolate truffles, Old English marmalade and crushed walnuts. A finish of black forest fruits and poached pear laced with caramel and dark chocolate.
",1,[],DALMORE - RARE AND FINE 40 YEAR OLD,,Whisky,42.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.2,0.35484228,44,134.99,"93 Points, International Wine & Spirit Competition 2021: ""Has all the hallmarks of a delicious Christmas cake. Full of festive splendour; warming flavours of cinnamon, ginger and citrus peel. A truly delectable mouthful.""
",322,[],DALMORE PORT WOOD,,Whisky,46.5,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.0,0.35484228,33,101.99,"The Aroma's are citrus fruits, chocolate and aromatic spices. On the Palate we have seville oranges, dried fruits and hints of vanilla pod. The finishing notes  are roasted coffee and dark chocolate.
",716,[],DALMORE PRINCIPAL COLLECTION 12 YEAR OLD LUXURY GIFT SET,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
3.6,0.35484228,30,24000.0,"93 Points, Whisky Advocate: ""Initially matured in bourbon barrels, then transferred to two Graham's port colheita pipes from 1961 and 1963. Finally, it was married in first-fill bourbon casks. Wood resin, canola oil, sultanas, and red currants on the nose. Medium-bodied, with sweet resin, honey, and sherry on the palate, turning to treacle and raisins. The finish is very long, with dark chocolate and spicy oak tannins."" (Fall 2018)
",1,[],DALMORE RARE & FINE - 45 YEAR OLD,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.1,0.35484228,358,114.99,"Smooth aromatic heather and honey sweetness, Dalwhinnie 15-Year-Old is a clean, crisp Scotch which provides a perfect introduction to the delights of single malt whisky. Dalwhinnie is the highest and coldest distillery in Scotland and was founded at the end of the 19th century. Dalwhinnie Scotch is the only Highland whisky to offer a combination of clean and easy-drinking, malty-sweet flavours with a smooth and smoky warmth. Dalwhinnie releases its full honeyed sweetness when served chilled or over ice. It makes the perfect gift for whisky lovers looking for a smooth, deliciously enjoyable single malt.
",2014,[],DALWHINNIE - 15 YEAR OLD,,Whisky,43.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.3,0.35484228,9,29.99,"Made with loads of passion! This rum has sweet tropical passion fruit aromas with hints of mango. Dead Man's Fingers Passion Fruit Rum makes a great twist on a Pornstar Martini or simply pair with lemonade for a refreshing serve!
",680,[],DEAD MAN'S FINGERS - PASSION FRUIT RUM,,Rum,43.0,,Trinidad And Tobago,10.7466905,-61.0840075,TT,TTO
3.8,0.36299673,50,29.99,"Gold, San Francisco World Spirits Competition 2022. Where a blended rum meets exotic spices to create a unique and distinctive flavour profile. Those familiar with saffron cake will certainly find a hint of that alongside notes of Pedro Ximénez ice cream. Next comes a whisper of creamy caramel followed by vanilla, cinnamon, nutmeg and of course, those subtly sweet undertones of orange. Some have even found notes of pineapple, dried raisins and a pinch of black pepper. Organic and suitable for vegetarians and vegans.
",1020,[],DEAD MAN'S FINGERS - SPICED RUM VEGAN,,Rum,43.0,,Trinidad And Tobago,10.7466905,-61.0840075,TT,TTO
3.9,0.36299673,20,79.99,"94 Points, International Wine & Spirit Competition 2022:  ""A lovely, characterful style, with aromas reminiscent of deep mahogany and dark wood polish. The palate is fresh and malty with a fabulous curried-spice character lingering on the finish.""
",328,[],DEANSTON - 12 YEAR OLD,,Whisky,46.3,,United Kingdom,54.7023545,-3.2765753,GB,GBR
3.0,0.36299673,13,269.99,"A limited edition 2002 Deanston single malt that has been finished in Pinot Noir casks, creating a fruity, honeyed character. Aromas of apples, pears, creamy vanilla, oaky spice and green grapes fill the nose. The palate offers notes of sweet malt, shortbread, cinnamon, sultanas, plum, honey and dried fruit that linger in the finish.
",95,[],DEANSTON - 2002 PINOT NOIR,,Whisky,50.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.1,0.35484228,167,56.99,"99 Points, International Wine & Spirit Competition 2022: ""Splendidly extravagant with a rich flow of milk chocolate, smooth vanilla and sumptuous pears on the palate. The finish is long and weighty with a stunning flow of creamy nuttiness that keeps on going. Absolutely marvellous.""
",677,[],DEANSTON - VIRGIN OAK,,Whisky,46.3,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.1,0.36299673,9,29.99,"Deep Eddy Lemon Vodka starts with the base of their award-winning original vodka, real lemon juice, and lightly sweetened with pure cane sugar for a light, refreshing taste!
",118,[],DEEP EDDY - LEMON VODKA,,Vodka,35.0,,USA,39.7837304,-100.445882,US,USA
4.4,0.35484228,43,43.99,"Double Gold, San Francisco World Spirits Competition 2021. Deepearth Farm is a certified craft distillery based in Lindell Beach, BC, near the scenic Cultus Lake Provincial Park. Deepearth Farm manufactures the Deep Magic using the best water sources that from a well deep down 1,000 feet underground. The Asian characters in Deep Magic Baijiu label, which translates to ""Source Spring of Thousand Feet,"" honours the best water source from the nature of British Columbia, Canada.
",46,[],DEEPEARTH FARM - DEEP MAGIC BAIJIU,,Asian Spirits,48.0,,Canada,61.0666922,-107.991707,CA,CAN
4.0,0.36299673,68,64.99,"Double Gold, San Francisco World Spirits Competition 2022. The Deveron 12-year-old single malt Scotch whisky has spent 12 year resting in oak barrels. Over those two years the tasting notes of the Whisky progress to creamy Vanilla, rich backed apples and a delicate spicy finish. It's a dram to be enjoyed neat, over ice or in a long, mixed drink.
",259,[],DEVERON - 12 YEAR OLD,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.4,0.35484228,95,30.99,"95 Points, International Wine & Spirit Competition 2022: ""Delightful fruit and oak aromas with some hints of beer and hops. The luxurious and creamy palate is gently sweet with a fruit character that continues to enthral. A fine, floral backdrop, and a complex finish.""
",440,[],DEWAR - 8YO CASK FINISH CARIBBEAN SMOOTH,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.0,0.36299673,222,44.99,"Double Gold, San Francisco World Spirits Competition 2021. A direct descendant of the signature Blended Scotch Whisky introduced over a century ago. This whisky was created by Dewar's previous Master Blender Tom Aitken to introduce the first permanent product to their premium Blended Scotch Whisky range.
",683,[],DEWAR'S - 12 YEAR OLD DOUBLE AGED,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.1,0.35484228,13,99.99,"95 Points, Ultimate Spirits Challenge 2022: ""Warm aromas of toffee, seaside air, baked apple, dried wildflower, and caramel cream combine for a wonderfully complex nose. The palate is sturdy and concentrated teasing out oak derived tones of vanilla and cured sandalwood.""
",4,[],DEWAR'S - 18 YEAR OLD,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.3,0.36299673,11,184.99,"95 Points, International Wine & Spirit Competition 2021: ""Elegant, light and beautifully refined. Subtle aromas of linseed lead into a fruit forward palate that is expertly balanced with hints of toasted oak and a silky vanilla cream.""
",3,[],DEWAR'S - 25 YEAR OLD,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.6,0.36299673,12,31.99,"Available starting November 5. 
""Lightly smoky grains and clover honey characterise the aroma. Smooth and mellow, flavors of stone fruit and earthy grains are integrated, winding their way to just a hint of smoked agave. The finish is dusty and kissed with smoke.""
91 Points, Ultimate Spirits Challenge 2021.",75,[],DEWAR'S - ILEGAL SMOOTH,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
3.8,0.36299673,203,26.49,"94 Points, International Wine & Spirit Competition 2022: ""Floral candy with boiled sweets, apples and milk chocolate. Such vibrancy and presence. The palate is packed with cocoa, barley sugar and floral notes with complexity and spice.""
",2807,[],DEWAR'S - WHITE LABEL,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.6,0.35484228,51,59.99,"97 Points, Ultimate Spirits Challenge 2022: ""Pouring a deep caramel in the glass, the nose is pronounced, featuring leather, pipe tobacco, hazelnut, dark chocolate and smoke. There is a distinctive fruit quality to the scotch of dried cherry, plum and dried banana chip. Intensely smooth on the palate with a gentle kiss of sweetness and sultry dark chocolate which coats the mouth. A long lasting finish that sees characters from the sherry cask aging into the end.""
",119,[],DEWAR'S DOUBLE AGENT 21,,Whisky,46.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.2,0.36299673,19,55.99,"94 Points, International Wine & Spirit Competition 2022: ""Floral candy with boiled sweets, apples and milk chocolate. Such vibrancy and presence. The palate is packed with cocoa, barley sugar and floral notes with complexity and spice.""
",508,[],DEWAR'S WHITE LABEL,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.0,0.36299673,101,39.99,"94 Points, International Wine & Spirit Competition 2022: ""Floral candy with boiled sweets, apples and milk chocolate. Such vibrancy and presence. The palate is packed with cocoa, barley sugar and floral notes with complexity and spice.""
",1885,[],DEWARS - WHITE LABEL,,Whisky,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.2,0.36299673,14,124.99,"96 Points, Ultimate Spirits Challenge 2022: ""Pours a lively amber hue with sumptuous aromas of melted toffee, caramel cookie, toasted almond, orange honey cake, and fig cookie. The palate is silken and loaded with indulgent barrel flavors and lingering notes of caramel.""
",16,[],DEWARS DOUBLE AGENT 27,,Whisky,46.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
4.7,0.36299673,12,48.99,"Gold, Canadian Artisan Spirit Competition 2019. Dillon's seven botanical base is infused with rose hips and rose petals to create this flavourful spirit. The nose is fragrant and complex with a bouquet of roses, citrus, balsam and cinnamon which carry on to a viscous palate that ends with a subtle sweetness. Delicious in a classic G&T garnished with a strawberry.
",225,[],DILLONS - ROSE GIN,,Gin,35.0,,Canada,61.0666922,-107.991707,CA,CAN
4.6,0.36299673,17,49.99,"The Dillon's Rye Whisky is crafted, grain to glass, using 100% Canadian-grown rye. This rye whisky was aged in three oaks: first-fill bourbon barrels, new American oak barrels and new Ontario oak barrels. It expresses the harmony that exists between the Ontario rye grain and the oaks barrels. It is light, fresh and delicate, with aromas of clover honey, floral, sweet tree fruit and green tea. The palate expresses mild wood tannin similar to steeped tea, creating a truly harmonious whisky.
",341,[],DILLONS - THREE OAKS RYE WHISKY,,Whisky,43.0,,Canada,61.0666922,-107.991707,CA,CAN
3.8,0.35484228,236,45.99,"Gold, San Francisco World Spirits Competition 2022. Diplomático Mantuano is an authentic blend of rums aged for up to eight years. Opening up with aromas of dried plums, oak and a delicate spiciness, it is complex and well-balanced on the palate, following on with notes of dried fruits, wood and vanilla. Ideal for mixing in long drinks such as Rum Mule, Tiki cocktails and punches to share, but also for classic cocktails as Negroni. It's also perfect for pairing with a luxurious selection of nuts or charcuterie.
",1122,[],DIPLOMATICO - MANTUANO,,Rum,40.0,,Venezuela,8.0018709,-66.1109318,VE,VEN
4.3,0.35484228,13,149.99,"The Joÿ vintage armagnacs have been carefully selected to reveal a delicious palette of aromas and great complexity on the palate. Each vintage tells its own story. 1998: Brown with orange reflections. Vanilla and fresh strawberry nose. Round mouth with white peach notes.
",3,[],DOMAINE DE JOY - 1998 ARMAGNAC,,Grape and Fruit Brandy,40.5,,France,46.603354,1.8883335,FR,FRA
3.6,0.35484228,10,149.99,"The Joÿ vintage armagnacs have been carefully selected to reveal a delicious palette of aromas and great complexity on the palate. Each vintage tells its own story. 1999: Orange with golden reflections. Nose of fresh almond and dried apricot. Delicate, floral palate with jasmine.
",1,[],DOMAINE DE JOY - 1999 ARMAGNAC,,Grape and Fruit Brandy,40.5,,France,46.603354,1.8883335,FR,FRA
5.0,0.35484228,1,123.99,"Crisp with traditional hints of añejo, the taste is smooth in character with highlights of vanilla, honey and toasted oak, lingering hints of oak followed by a clean, warm finish.
",146,[],DON JULIO - 70TH,,Tequila,40.0,,Mexico,19.4326296,-99.1331785,MX,MEX
4.4,0.35484228,27,104.99,"Barrel aged in smaller batches for eighteen months in American white oak barrels, Don Julio Añejo Tequila is a testament to the craft of making a superior-tasting, aged tequila. Rich, distinctive and wonderfully complex, its flavour strikes the perfect balance between agave, wood and hints of vanilla. Best experienced neat in a snifter or simply on the rocks.
",1102,[],DON JULIO - ANEJO,,Tequila,40.0,,Mexico,19.4326296,-99.1331785,MX,MEX
3.9,0.35484228,779,299.99,"1 Bottle Limit.
Gold, San Francisco World Spirits Competition 2022. Celebrated in exclusive cocktail bars, restaurants and nightclubs, the iconic Don Julio 1942 Tequila is the choice of connoisseurs around the globe. Produced in small batches and aged for a minimum of two and a half years, Don Julio 1942 Tequila is handcrafted in tribute to the year that Don Julio Gonzalez began his tequila-making journey.",919,[],DON JULIO - ANEJO 1942,,Tequila,40.0,,Mexico,19.4326296,-99.1331785,MX,MEX
3.7,0.36299673,24,12.99,"Using the finest blue agave plant and a time honored distillation process, Don Julio Blanco Tequila is tequila in its truest form. Don Julio Blanco Tequila is the base from which all of Don Julio's other variants are derived. Commonly referred to as ""silver"" tequila, its crisp agave flavour and hints of citrus make it an essential component to a variety of innovative drinks including Margaritas. It can also be enjoyed neat or on the rocks. 100% blue agave plant.
",3862,[],DON JULIO - BLANCO,,Tequila,40.0,,Mexico,19.4326296,-99.1331785,MX,MEX
3.5,0.36299673,401,86.99,"Using the finest blue agave plant and a time honored distillation process, Don Julio Blanco Tequila is tequila in its truest form. Don Julio Blanco Tequila is the base from which all of Don Julio's other variants are derived. Commonly referred to as ""silver"" tequila, its crisp agave flavour and hints of citrus make it an essential component to a variety of innovative drinks including Margaritas. It can also be enjoyed neat or on the rocks. 100% blue agave plant.
",1969,[],DON JULIO - BLANCO,,Tequila,40.0,,Mexico,19.4326296,-99.1331785,MX,MEX
3.4,0.36299673,474,99.99,"Aged for eight months in American white oak barrels, Don Julio Reposado Tequila is golden amber in colour and offers a rich, smooth finish—the very essence of the perfect barrel-aged tequila. With a mellow, elegant flavour and inviting aroma, Don Julio Reposado Tequila is best savored as part of a refreshing tasting cocktail or chilled on the rocks.
",2191,[],DON JULIO - REPOSADO,,Tequila,40.0,,Mexico,19.4326296,-99.1331785,MX,MEX
4.5,0.36299673,35,60.99,"A richly flavoursome rum from the Philippines, inspired by the story of Papa Isio, who played a big part in the late-19th century Philippine revolution. Made from sugar cane grown on the island of Negros in the Philippines and then matured in American oak barrels for up to 7 years, Don Papa is light and fruity on the nose. It is smooth and delicate on the palate, with flavours of vanilla, honey and candied fruits and a long, textured and delicious finish.
",579,[],DON PAPA - RUM,,Rum,40.0,,Philippines,12.7503486,122.7312101,PH,PHL
4.2,0.36299673,5,9.99,"Dr. Mentholmint brings a strong mint flavour followed with the smooth, cooling effect of menthol. The taste is intense and the refreshment is instant.
",1830,[],DR. MCGILLICUDDY'S - MENTHOLMINT,,Liqueurs,24.0,,Canada,61.0666922,-107.991707,CA,CAN
4.2,0.36299673,99,47.49,"91 Points, International Wine & Spirit Competition 2021: ""Rich honey, spice, herbal, peppery and fruit impressions with a luscious, sweet and round texture and balanced structure of the liqueur giving a warmth from the alcohol and a long finish.""
",2533,[],DRAMBUIE,,Liqueurs,40.0,,United Kingdom,54.7023545,-3.2765753,GB,GBR
